0,1,20
0.01,0.999,19.947
0.01989,0.99808,19.893
0.029672,0.99724,19.84
0.039348,0.99649,19.788
0.048919,0.99582,19.735
0.058388,0.99522,19.682
0.067756,0.99472,19.63
0.077026,0.99429,19.578
0.086199,0.99394,19.525
0.095276,0.99368,19.473
0.10426,0.9935,19.422
0.11315,0.9934,19.37
0.12195,0.99338,19.318
0.13067,0.99345,19.267
0.1393,0.99359,19.216
0.14784,0.99382,19.165
0.1563,0.99414,19.114
0.16468,0.99453,19.063
0.17298,0.99501,19.012
0.1812,0.99557,18.962
0.18934,0.99621,18.911
0.19741,0.99694,18.861
0.2054,0.99774,18.811
0.21333,0.99863,18.761
0.22118,0.9996,18.711
0.22897,1.0007,18.661
0.23668,1.0018,18.612
0.24433,1.003,18.563
0.25192,1.0043,18.513
0.25944,1.0057,18.464
0.26691,1.0072,18.415
0.27431,1.0087,18.366
0.28165,1.0104,18.318
0.28894,1.0121,18.269
0.29617,1.0139,18.221
0.30335,1.0158,18.172
0.31047,1.0177,18.124
0.31755,1.0198,18.076
0.32457,1.0219,18.028
0.33154,1.0241,17.981
0.33847,1.0264,17.933
0.34535,1.0288,17.886
0.35218,1.0313,17.838
0.35897,1.0338,17.791
0.36572,1.0364,17.744
0.37243,1.0392,17.697
0.37909,1.042,17.65
0.38572,1.0448,17.604
0.39231,1.0478,17.557
0.39887,1.0508,17.511
0.40539,1.054,17.464
0.41187,1.0572,17.418
0.41833,1.0605,17.372
0.42475,1.0639,17.326
0.43114,1.0674,17.28
0.4375,1.0709,17.235
0.44384,1.0745,17.189
0.45014,1.0783,17.144
0.45643,1.0821,17.099
0.46268,1.086,17.054
0.46892,1.09,17.009
0.47513,1.094,16.964
0.48131,1.0982,16.919
0.48748,1.1024,16.875
0.49363,1.1067,16.83
0.49976,1.1111,16.786
0.50588,1.1156,16.742
0.51197,1.1202,16.697
0.51806,1.1249,16.654
0.52412,1.1296,16.61
0.53018,1.1345,16.566
0.53622,1.1394,16.522
0.54225,1.1444,16.479
0.54828,1.1495,16.436
0.55429,1.1547,16.392
0.56029,1.16,16.349
0.56629,1.1653,16.306
0.57228,1.1708,16.264
0.57826,1.1763,16.221
0.58425,1.182,16.178
0.59022,1.1877,16.136
0.5962,1.1935,16.094
0.60217,1.1994,16.051
0.60814,1.2054,16.009
0.61412,1.2115,15.967
0.62009,1.2177,15.925
0.62607,1.224,15.884
0.63204,1.2303,15.842
0.63803,1.2368,15.801
0.64402,1.2433,15.759
0.65001,1.25,15.718
0.65601,1.2567,15.677
0.66201,1.2635,15.636
0.66803,1.2704,15.595
0.67405,1.2775,15.554
0.68009,1.2846,15.514
0.68613,1.2918,15.473
0.69219,1.2991,15.433
0.69826,1.3065,15.393
0.70434,1.314,15.353
0.71044,1.3216,15.313
0.71655,1.3293,15.273
0.72267,1.3371,15.233
0.72882,1.3449,15.193
0.73498,1.3529,15.154
0.74116,1.361,15.114
0.74736,1.3692,15.075
0.75358,1.3775,15.036
0.75982,1.3859,14.997
0.76608,1.3944,14.958
0.77236,1.403,14.919
0.77867,1.4117,14.88
0.785,1.4205,14.842
0.79135,1.4294,14.803
0.79773,1.4384,14.765
0.80414,1.4475,14.727
0.81057,1.4568,14.689
0.81703,1.4661,14.651
0.82352,1.4755,14.613
0.83004,1.4851,14.575
0.83659,1.4947,14.537
0.84318,1.5045,14.5
0.84979,1.5144,14.462
0.85644,1.5244,14.425
0.86311,1.5345,14.388
0.86983,1.5447,14.351
0.87658,1.555,14.314
0.88336,1.5655,14.277
0.89018,1.576,14.241
0.89704,1.5867,14.204
0.90394,1.5975,14.167
0.91087,1.6084,14.131
0.91785,1.6194,14.095
0.92486,1.6306,14.059
0.93192,1.6418,14.023
0.93902,1.6532,13.987
0.94616,1.6647,13.951
0.95335,1.6763,13.916
0.96058,1.6881,13.88
0.96785,1.7,13.845
0.97517,1.712,13.809
0.98254,1.7241,13.774
0.98996,1.7363,13.739
0.99742,1.7487,13.704
1.0049,1.7612,13.67
1.0125,1.7739,13.635
1.0201,1.7866,13.6
1.0278,1.7995,13.566
1.0355,1.8126,13.531
1.0433,1.8257,13.497
1.0511,1.8391,13.463
1.059,1.8525,13.429
1.0669,1.8661,13.395
1.0749,1.8798,13.362
1.0829,1.8936,13.328
1.091,1.9076,13.295
1.0992,1.9218,13.261
1.1074,1.9361,13.228
1.1157,1.9505,13.195
1.1241,1.965,13.162
1.1325,1.9798,13.129
1.141,1.9946,13.096
1.1495,2.0096,13.063
1.1581,2.0248,13.031
1.1668,2.0401,12.999
1.1755,2.0556,12.966
1.1843,2.0712,12.934
1.1932,2.0869,12.902
1.2021,2.1029,12.87
1.2111,2.119,12.838
1.2202,2.1352,12.807
1.2293,2.1516,12.775
1.2386,2.1682,12.744
1.2479,2.1849,12.712
1.2572,2.2018,12.681
1.2667,2.2188,12.65
1.2762,2.2361,12.619
1.2858,2.2535,12.588
1.2955,2.271,12.558
1.3052,2.2888,12.527
1.3151,2.3067,12.497
1.325,2.3248,12.467
1.335,2.343,12.436
1.3451,2.3614,12.406
1.3552,2.3801,12.376
1.3655,2.3988,12.347
1.3758,2.4178,12.317
1.3862,2.437,12.288
1.3967,2.4563,12.258
1.4073,2.4759,12.229
1.418,2.4956,12.2
1.4288,2.5155,12.171
1.4397,2.5356,12.142
1.4506,2.5559,12.113
1.4617,2.5764,12.085
1.4728,2.5971,12.056
1.4841,2.6179,12.028
1.4954,2.639,12
1.5068,2.6603,11.972
1.5184,2.6818,11.944
1.53,2.7035,11.916
1.5417,2.7254,11.888
1.5536,2.7475,11.861
1.5655,2.7699,11.833
1.5776,2.7924,11.806
1.5897,2.8151,11.779
1.602,2.8381,11.752
1.6143,2.8613,11.725
1.6268,2.8847,11.699
1.6394,2.9084,11.672
1.6521,2.9322,11.646
1.6649,2.9563,11.62
1.6778,2.9806,11.594
1.6908,3.0052,11.568
1.7039,3.0299,11.542
1.7172,3.055,11.516
1.7306,3.0802,11.491
1.7441,3.1057,11.465
1.7577,3.1314,11.44
1.7714,3.1574,11.415
1.7853,3.1836,11.39
1.7993,3.2101,11.366
1.8134,3.2368,11.341
1.8276,3.2638,11.317
1.842,3.291,11.293
1.8565,3.3185,11.269
1.8711,3.3462,11.245
1.8858,3.3742,11.221
1.9007,3.4025,11.197
1.9157,3.431,11.174
1.9309,3.4598,11.151
1.9462,3.4889,11.128
1.9616,3.5183,11.105
1.9772,3.5479,11.082
1.9929,3.5778,11.06
2.0087,3.608,11.037
2.0247,3.6384,11.015
2.0409,3.6692,10.993
2.0571,3.7002,10.971
2.0736,3.7316,10.95
2.0902,3.7632,10.928
2.1069,3.7951,10.907
2.1238,3.8273,10.886
2.1408,3.8598,10.865
2.158,3.8927,10.844
2.1753,3.9258,10.824
2.1928,3.9592,10.803
2.2105,3.993,10.783
2.2283,4.0271,10.763
2.2463,4.0614,10.744
2.2645,4.0961,10.724
2.2828,4.1312,10.705
2.3013,4.1665,10.686
2.3199,4.2022,10.667
2.3388,4.2382,10.648
2.3577,4.2745,10.629
2.3769,4.3112,10.611
2.3963,4.3482,10.593
2.4158,4.3856,10.575
2.4355,4.4233,10.558
2.4554,4.4614,10.54
2.4754,4.4998,10.523
2.4957,4.5385,10.506
2.5161,4.5777,10.49
2.5367,4.6171,10.473
2.5575,4.657,10.457
2.5785,4.6972,10.441
2.5997,4.7378,10.425
2.6211,4.7787,10.41
2.6426,4.8201,10.394
2.6644,4.8618,10.38
2.6864,4.9038,10.365
2.7086,4.9463,10.35
2.7309,4.9892,10.336
2.7535,5.0324,10.322
2.7763,5.0761,10.308
2.7993,5.1201,10.295
2.8225,5.1646,10.282
2.8459,5.2094,10.269
2.8696,5.2546,10.257
2.8934,5.3003,10.244
2.9175,5.3464,10.232
2.9418,5.3929,10.221
2.9663,5.4398,10.209
2.991,5.4871,10.198
3.016,5.5349,10.187
3.0412,5.5831,10.177
3.0666,5.6317,10.167
3.0923,5.6807,10.157
3.1181,5.7302,10.147
3.1443,5.7802,10.138
3.1706,5.8306,10.129
3.1972,5.8814,10.121
3.2241,5.9327,10.113
3.2511,5.9844,10.105
3.2785,6.0366,10.097
3.3061,6.0893,10.09
3.3339,6.1424,10.083
3.362,6.196,10.077
3.3903,6.25,10.071
3.4189,6.3046,10.065
3.4478,6.3596,10.06
3.4769,6.4151,10.055
3.5063,6.471,10.051
3.5359,6.5275,10.046
3.5658,6.5845,10.043
3.596,6.6419,10.039
3.6265,6.6999,10.037
3.6572,6.7583,10.034
3.6882,6.8172,10.032
3.7195,6.8767,10.03
3.7511,6.9367,10.029
3.7829,6.9971,10.029
3.8151,7.0581,10.028
3.8475,7.1196,10.028
3.8802,7.1817,10.029
3.9132,7.2442,10.03
3.9466,7.3073,10.032
3.9802,7.3709,10.034
4.0141,7.435,10.036
4.0483,7.4997,10.04
4.0828,7.5649,10.043
4.1176,7.6307,10.047
4.1527,7.6969,10.052
4.1882,7.7638,10.057
4.2239,7.8312,10.063
4.26,7.8991,10.069
4.2964,7.9676,10.076
4.3331,8.0366,10.083
4.3702,8.1062,10.091
4.4075,8.1764,10.1
4.4452,8.2471,10.109
4.4832,8.3184,10.118
4.5216,8.3902,10.129
4.5603,8.4627,10.14
4.5993,8.5356,10.151
4.6386,8.6092,10.163
4.6784,8.6833,10.176
4.7184,8.758,10.19
4.7588,8.8333,10.204
4.7995,8.9092,10.219
4.8406,8.9856,10.234
4.8821,9.0626,10.25
4.9239,9.1402,10.267
4.9661,9.2184,10.285
5.0086,9.2971,10.303
5.0515,9.3765,10.322
5.0947,9.4564,10.342
5.1383,9.5369,10.363
5.1823,9.618,10.384
5.2267,9.6997,10.406
5.2714,9.7819,10.429
5.3165,9.8648,10.453
5.362,9.9482,10.478
5.4079,10.032,10.503
5.4541,10.117,10.529
5.5007,10.202,10.556
5.5477,10.288,10.584
5.5951,10.374,10.613
5.6429,10.461,10.643
5.6911,10.548,10.674
5.7397,10.636,10.705
5.7886,10.725,10.738
5.838,10.814,10.771
5.8878,10.904,10.806
5.9379,10.994,10.841
5.9885,11.085,10.877
6.0395,11.177,10.915
6.0908,11.269,10.953
6.1426,11.361,10.992
6.1948,11.454,11.033
6.2474,11.548,11.074
6.3004,11.642,11.117
6.3538,11.737,11.161
6.4077,11.832,11.206
6.4619,11.928,11.252
6.5166,12.024,11.299
6.5716,12.121,11.347
6.6271,12.218,11.396
6.6831,12.316,11.447
6.7394,12.415,11.499
6.7961,12.513,11.552
6.8533,12.613,11.606
6.9109,12.712,11.661
6.9689,12.813,11.718
7.0274,12.913,11.776
7.0862,13.014,11.835
7.1455,13.116,11.896
7.2052,13.218,11.958
7.2653,13.32,12.021
7.3259,13.423,12.086
7.3868,13.526,12.152
7.4482,13.63,12.22
7.5101,13.734,12.289
7.5723,13.838,12.359
7.6349,13.942,12.431
7.698,14.047,12.504
7.7615,14.153,12.579
7.8254,14.258,12.655
7.8898,14.364,12.733
7.9545,14.47,12.813
8.0197,14.576,12.893
8.0852,14.683,12.976
8.1512,14.79,13.06
8.2176,14.897,13.146
8.2844,15.004,13.233
8.3516,15.111,13.322
8.4192,15.219,13.413
8.4872,15.326,13.505
8.5556,15.434,13.599
8.6243,15.542,13.695
8.6935,15.65,13.793
8.7631,15.757,13.892
8.833,15.865,13.993
8.9033,15.973,14.096
8.974,16.081,14.2
9.0451,16.189,14.307
9.1165,16.296,14.415
9.1883,16.404,14.525
9.2605,16.511,14.637
9.333,16.619,14.751
9.4059,16.726,14.867
9.4791,16.832,14.985
9.5526,16.939,15.104
9.6265,17.045,15.226
9.7006,17.151,15.349
9.7752,17.257,15.475
9.85,17.362,15.602
9.9251,17.467,15.731
10.001,17.571,15.863
10.076,17.675,15.996
10.152,17.778,16.132
10.228,17.881,16.269
10.305,17.983,16.409
10.382,18.084,16.55
10.459,18.185,16.694
10.536,18.285,16.84
10.614,18.385,16.987
10.691,18.483,17.137
10.769,18.581,17.289
10.847,18.677,17.443
10.926,18.773,17.599
11.004,18.868,17.757
11.083,18.962,17.918
11.161,19.055,18.08
11.24,19.146,18.244
11.319,19.237,18.411
11.399,19.326,18.58
11.478,19.414,18.75
11.557,19.501,18.923
11.637,19.586,19.098
11.716,19.67,19.275
11.796,19.753,19.454
11.875,19.834,19.635
11.955,19.914,19.818
12.035,19.991,20.004
12.114,20.068,20.191
12.194,20.142,20.38
12.273,20.215,20.571
12.353,20.286,20.765
12.432,20.355,20.96
12.511,20.422,21.157
12.59,20.487,21.356
12.669,20.551,21.557
12.748,20.612,21.76
12.827,20.671,21.965
12.905,20.727,22.171
12.983,20.782,22.38
13.061,20.834,22.59
13.139,20.884,22.802
13.216,20.931,23.015
13.294,20.976,23.231
13.37,21.019,23.447
13.447,21.058,23.666
13.523,21.096,23.886
13.599,21.13,24.108
13.674,21.162,24.331
13.749,21.191,24.555
13.823,21.217,24.781
13.897,21.241,25.008
13.971,21.261,25.237
14.044,21.278,25.466
14.116,21.292,25.697
14.188,21.304,25.929
14.259,21.312,26.162
14.329,21.317,26.397
14.399,21.318,26.632
14.469,21.317,26.868
14.537,21.312,27.104
14.605,21.303,27.342
14.672,21.292,27.58
14.738,21.277,27.819
14.803,21.258,28.058
14.868,21.236,28.298
14.932,21.21,28.538
14.994,21.181,28.779
15.056,21.148,29.02
15.117,21.112,29.261
15.177,21.071,29.502
15.236,21.028,29.743
15.294,20.98,29.984
15.351,20.929,30.225
15.407,20.874,30.466
15.461,20.815,30.706
15.515,20.752,30.946
15.567,20.686,31.186
15.618,20.615,31.424
15.668,20.541,31.663
15.717,20.463,31.9
15.764,20.382,32.137
15.811,20.296,32.372
15.856,20.207,32.607
15.899,20.113,32.84
15.941,20.016,33.072
15.982,19.915,33.303
16.021,19.811,33.533
16.059,19.702,33.761
16.096,19.59,33.987
16.131,19.474,34.212
16.164,19.354,34.435
16.196,19.231,34.656
16.226,19.104,34.875
16.255,18.973,35.092
16.282,18.839,35.307
16.308,18.701,35.519
16.332,18.56,35.729
16.354,18.415,35.937
16.375,18.267,36.143
16.393,18.115,36.345
16.411,17.96,36.545
16.426,17.802,36.743
16.44,17.641,36.937
16.452,17.476,37.129
